,id,admiration, amusement, anger, annoyance, approval, caring, confusion, curiosity, desire, disappointment, disapproval, disgust, embarrassment, excitement, fear, gratitude, grief, joy, love, nervousness, optimism, pride, realization, relief,remorse, sadness, surprise, neutral, bad_string,tag_agreement,string,target_string,top_tag,total_tags
1471,30224575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,t was very Rowdy because it was like some big LSU football game.-- I went to New Orleans for Thanksgiving. I don't know if y'all knew or I think it was good.<b> It was very Rowdy because it was like some big LSU football game.</b> And so there's a lot of people there and my little sister.--30224575., It was very Rowdy because it was like some big LSU football game., annoyance,1
776,13020353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"So yeah, let's go over some tips to help you make a decision.-- So like as much as I support starting your own business and going for something it's like you kind of gotta live into that give yourself to space to do it comfortably instead of just jumping off into the deep end at least for me and being like, I'll figure it out when I you know, get into the water like it is kind of good to know how to swim like a little bit So, you know make sure you have a little bit of swimming ability.<b> So yeah, let's go over some tips to help you make a decision.</b> So the things that really helped me make decisions is knowing that after I make the decision that I can move forward with my life whether it be I'm just going to probably use like a relationships for examples in this podcast because it's just I mean, it's the most relatable so say I'm talking to a guy I'm pretty interested but you know, maybe not that interested and so I know that once I make a decision, okay, I either want to go for it or not so much then I can move on.--13020353.0"," So yeah, let's go over some tips to help you make a decision.", optimism,2
279,33527046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"What like, why do we choose to invoke certain frames or not?-- How do you think of that? Like, how do we buy?<b> What like, why do we choose to invoke certain frames or not?</b> Well, we're one of the few species that's actually able to predict the future and I think that's one of the greatest ways to do it is to you know, observe something and then predict what's going to happen to it and seconds or minutes or hours or days or longer and that's probably--33527046.0"," What like, why do we choose to invoke certain frames or not?", confusion,1
843,14663659,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--I love how you you explain things. <b> Why would you think you could you know walk five miles and all of this stuff? </b> It just makes so much sense and I think asking yourself is this good for my brain is a really great question. And every time I want to buy a chocolate or bag of Doritos, I'm going to say is this good for my brain?--14663659", Why would you think you could you know walk five miles and all of this stuff? , confusion,1
333,3119116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-I know sorry females but a lot of females I know when they get drunk they tend to not have the capability to be sharp enough to say no to the advances of a stupid boy like just <b> You want to go out here and have fun. </b> Maybe bring some girlfriends with you so they can watch over you and stuff like that. How far are you guys going?--3119116, You want to go out here and have fun. , optimism,1
403,4364612,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,he's in a quite a bit and I really like her.-- So I absolutely love LSP in this in this episode. And this is not an LSP Centric but I noticed this and the next one.<b> She's in a quite a bit and I really like her.</b> She's really funny and I thought that excuse me.--4364612., She's in a quite a bit and I really like her., approval,4
1132,21733583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--So it once you get something down, there's always something else to do. <b> Dave Castro does a really good job of Programming a very well-balanced open and it's a really good test of Fitness like you guys see what the CrossFit Games regionals are. </b>  Happy rip rip regionals.--21733583", Dave Castro does a really good job of Programming a very well-balanced open and it's a really good test of Fitness like you guys see what the CrossFit Games regionals are. ,admiration,1
138,13275638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"He will wear a flak jacket, which is what you wear when you're broken ribs.-- So can Russell Wilson sure or it will be a major factor if we The other players you'll still be the number one target if he gets cleared to play Jeff, I expect my pliers normal with major protection.<b> He will wear a flak jacket, which is what you wear when you're broken ribs.</b> If you gets cleared if the docks clear and plus obviously with Zach's second opinion if it all matches up and he plays he's the number one passing Target after that.--13275638.0"," He will wear a flak jacket, which is what you wear when you're broken ribs.", fear,1
1326,26545202,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--There was another murder that didn't have it on few Town Road, but happened very close if you down. <b> And I really want to find out about it because it was the first thing that I ever heard about as a kid that really stuck in my brain and it was this girl they had found her. </b> Naked and beaten and murdered and I don't remember all the details but they she had been chained to a parking barrier. It was like a like those are kind of like telephone poles but like really short and it's ones that use like cooking bears from yeah Carmen into buildings, right?--26545202", And I really want to find out about it because it was the first thing that I ever heard about as a kid that really stuck in my brain and it was this girl they had found her. , desire,1
1162,22635094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"You know, I was sure everyone was home for the night.-- And then I hear what I believe to be the jingling of keys and a door opening the back door leads directly down the stairs of my room and my first thought was oh but roommates which they go to sleep at like 9:00 p. So I'm like that's weird that they're up and coming in.<b> You know, I was sure everyone was home for the night.</b> And then I hear footsteps like they're coming downstairs.--22635094.0"," You know, I was sure everyone was home for the night.", approval,1
50,2604754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Welcome to my Fortnight highlight tape.-- Hey guys, what's up? This is the class of Clifton.<b> Welcome to my Fortnight highlight tape.</b> Welcome to the class of Clifton and Owen cares.--2604754.0", Welcome to my Fortnight highlight tape., gratitude,1
581,8740107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Maybe he didn't have-- Now, you know, this is kiss seven years ago, but he's an office Genius Like that's that's obvious. But I think his issue was just socially and being the head of a team and managing emotions of you know, guys who become a man and stuff like that.<b> Maybe he didn't have</b> The best ability to do that at the time looks like he's doing a great job at a Uso like yeah.--8740107.0", Maybe he didn't have, realization,1
1618,34228289,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"That's not true to me light skinned men feel like it's more about them in a relationship more than it how soon-- It's a bad thing. So light-skinned so light skinned men as you say don't know how to treat women.<b> That's not true to me light skinned men feel like it's more about them in a relationship more than it how soon</b> The holy go off and Springs, right?--34228289.0", That's not true to me light skinned men feel like it's more about them in a relationship more than it how soon, disappointment,1
302,2794595,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-Very small wonders small one of the show. <b> I saw that bitch. </b> It was a it's it looks like a small house for the belongs in Richmond girl bitch. I can live in that house girl Drew actually good next.--2794595, I saw that bitch. , anger,3
671,10527533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Like sometimes it comes down to communication.-- She knew and I knew and you know, but that's that's not how it is now, right? And I think the back and I write and I think some aspects of loneliness can be fixed not fixed but like better understood in a conversation right with those people who do have close friends or a best friend, right?<b> Like sometimes it comes down to communication.</b> Like would you have felt would you have felt as lonely in college had you given Mom and Dad the phone number?--10527533.0", Like sometimes it comes down to communication., caring,2
268,2514246,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-I'm looking at the score sheet a hundred and twenty point four six for the minions 83. <b> Dave comes up with a win. </b> And I'm gonna I'll be honest I'm gonna say it. I picked vacation slumlord in the league pick them.--2514246, Dave comes up with a win. , disapproval,2
705,11264004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--It's probably one of the more exciting Grand finals probably seen. <b> All right, so we got the man in Japan back. </b> I think that's your nickname. Now the manager pan.--11264004"," All right, so we got the man in Japan back. ", neutral,1
97,857319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--I mean, it's very <b> If that hasn't had some kind of an effect on Coulson It season. </b> Yeah, I think he's the kind of play it over a little bit like PK Subban where if you sign that player you have to take the good with the bad and you have the good outweighs the bad, you know, but don't ya he is a star player. So absolutely you hope that you know,--857319", If that hasn't had some kind of an effect on Coulson It season. , neutral,1
949,17149094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"It'd be easier than usual or you know, because you have free choice.-- So there were full five objectives on every map so that the horde type teams can still compete. So it was as much as it feels like, you know II some of the secondary objectives might<b> It'd be easier than usual or you know, because you have free choice.</b> It's everything might seem a little easier part of that is to actually make it so that all of the factions can compete even if individually individual changes from older packs might seem almost like a buff to various secondaries or primaries or whatever in a way it's to give more factions a chance as opposed to less.--17149094.0"," It'd be easier than usual or you know, because you have free choice.", approval,1
7,1676504,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Well, let's do something else with it.-- Well, here's my rough idea. That's make it digital.<b> Well, let's do something else with it.</b> Yeah, which maybe I can see why now people wouldn't do that.--1676504.0"," Well, let's do something else with it.", disapproval,2
1285,25619726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Thank you so much. <b> It's great to have you here as I mentioned Stephen Chbosky has been a guest on this very podcast. </b> We will get to him later. Yes, but I'm also joined by Holly.--25619726", It's great to have you here as I mentioned Stephen Chbosky has been a guest on this very podcast. , gratitude,1
456,5543050,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"I don't know smoking a joint.-- Actually, we were I was working as a contractor on base and so and I can't use it. But I know that it was effective for some people so I can't speak off of personal use but a lot of people say CBD is all the rage right now, but CBDs supposed to help CBD oil or CBD cream or whatever.<b> I don't know smoking a joint.</b> It's supposed to be very helpful.--5543050.0", I don't know smoking a joint., optimism,2
293,2689728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"I hope you'll join us again.-- Well, it's time to bring this devotional to a close. And if you like what you heard, please share it with your friends.<b> I hope you'll join us again.</b> Next time on a Rachel will be with me.--2689728.0", I hope you'll join us again., optimism,1
1123,21531712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Thank you so much.-- So let's keep doing what you're doing. Like you'll find that spot eventually.<b> Thank you so much.</b> Most of you know, of course men, of course, I'm I'm a really big fan of your work.--21531712.0", Thank you so much., gratitude,1
1046,19273900,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,igure it the fuck out and I'm going to give you the two basic principles.-- I know brother people for some reason I watch it every day. Nobody owes you shit.<b> Figure it the fuck out and I'm going to give you the two basic principles.</b> They're so fucking simple.--19273900., Figure it the fuck out and I'm going to give you the two basic principles., anger,3
494,6394715,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"We need to what's truly going to make us feel better.-- Let's go on a hike knowing we would all feel better. We don't need to self-medicate, right?<b> We need to what's truly going to make us feel better.</b> It's working with other people.--6394715.0", We need to what's truly going to make us feel better., desire,2
178,1591785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,-The slope is represented is opportunity cost. <b> This means that as you increase units of one resource and keep other factors constant the marginal benefit from the extra units will eventually start to decline The peep is the ppf curve shifted outwards. </b>  It means that there is economic growth.--1591785, This means that as you increase units of one resource and keep other factors constant the marginal benefit from the extra units will eventually start to decline The peep is the ppf curve shifted outwards. , neutral,2
1,106384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-So I think when you look down at a prayer meeting hoping that nobody will ask you to pray. <b> Yeah exactly that or when someone you're in a meeting and someone looks to you to speak. </b> Something and then you point to somebody else who can speak about it or whatnot. They're all I think they're all little areas of anxiety or fear and places where they're holding us back when it comes to our lives and stepping into a God has for us.--106384, Yeah exactly that or when someone you're in a meeting and someone looks to you to speak. , approval,1
1429,29162032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"he just doesn't know how to cope with it.-- Is just been super easy and her sister to start with was super easy as well. And I guess it's because I've set them up right from the beginning where and just every little layer that I've added on as been so easy and then I've had this other one that I purchase of the two-year-old and you know, I didn't do anything with him until sort of probably about six months ago and he's as tight as anything and it's I just think it's because he hasn't had that exposure as a younger horse to learn to to how to appropriately respond to some pressure and<b> he just doesn't know how to cope with it.</b> So I've got a lot of work to sort of bring him up to speed.--29162032.0", he just doesn't know how to cope with it., disapproval,1
37,1764719,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-I'm afraid of what I'm risking if I follow you the really catchy song but then it's kind of weird because she does look a huge 180 and she says are you here to distract me? <b> Who's a little bit like me who knows deep down. </b> I'm not where I meant to be and so Then she starts talking about how her powers have been growing and she can feel it.--1764719, Who's a little bit like me who knows deep down. , confusion,1
84,749204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-You don't have because it's not it's called a timing difference. <b> So that can create a problem. </b> If you constantly buy new assets. If you're a company that you're constantly buy new tools and new equipment new things like that.--749204, So that can create a problem. , optimism,1
762,12731438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Basically, it's creating two versions of the same site or landing page to see what works and what converts for you because one of the worst things you can do as a Founder is put all your eggs in one basket and hope that it converts.-- All right, let's um, let's take it regularly come back and let's talk about the learnings and how you can share this hustle with what you've learned now through this whole whole experience and what not and what's next for Montgomery French but more of that after the break. Hey guys, let's take another quick break to talk about a little shrink that helped us get fraction in chatbot pH very early and ultimately helped us get acquire and it's called A/B testing.<b> Basically, it's creating two versions of the same site or landing page to see what works and what converts for you because one of the worst things you can do as a Founder is put all your eggs in one basket and hope that it converts.</b> This is why a lot of early stage startups don't get the traction that they want because they're hoping and praying and they don't either it quickly A/B Testing eliminates that problem.--12731438.0"," Basically, it's creating two versions of the same site or landing page to see what works and what converts for you because one of the worst things you can do as a Founder is put all your eggs in one basket and hope that it converts.", fear,2
1309,26110160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,his is like going out on a first date and expecting a girl to marry you and want to have your kid on the first night.-- You've been neglecting her for years. What the fuck do you expect?<b> This is like going out on a first date and expecting a girl to marry you and want to have your kid on the first night.</b> There's a there's a process to courtship.--26110160., This is like going out on a first date and expecting a girl to marry you and want to have your kid on the first night., optimism,2
250,28927872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"You've got, you know goal setting all that stuff like then.-- So if you can't run an effective meeting and don't run one, but if you can put a system together where it's effective where you've At accountability, you've got energy you've got training.<b> You've got, you know goal setting all that stuff like then.</b> I mean that's what they're for is to get you out there and get you fired up.--28927872.0"," You've got, you know goal setting all that stuff like then.", optimism,1
1495,30865085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"--I don't believe that Perfection exist, but our obsession with being perfect. <b> The second lesson learned for me is that priorities shift and they will shift and you need to adapt as you go you need to stay flexible. </b> I would say that there is a third lesson learned and for me that is that the key for work-life balance is to be as effective and efficient as you can be in 24 hours. Now you might be thinking that is easier said than done and you might be wondering how do you adjust well in my opinion it all boils down to your priorities.--30865085", The second lesson learned for me is that priorities shift and they will shift and you need to adapt as you go you need to stay flexible. , realization,1
135,1236339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--And I'm seeing The Feelers that are being exploited. <b> The window logic is at the window. </b> Yeah, when you're hurting your in that emotional place, it's hard to hear. But if we want a whole America over whole restored America, we have to use that that whole brain but right and left have to speak to--1236339", The window logic is at the window. , neutral,1
306,2862740,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-None of those men were responsible for that division. <b> because of the way in which they had come to worship intellect for its own sake and had not see the great necessity for the work of God to be something very personal and individual for them. </b>  Never mind about their party.--2862740, because of the way in which they had come to worship intellect for its own sake and had not see the great necessity for the work of God to be something very personal and individual for them. , anger,1
300,2766874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-She's beautiful as well as being extremely successful. <b> Words that help us with information in addition moreover furthermore. </b> These linking words are usually used at the beginning of a sentence to add another idea or further develop the previous Point here are some examples people who exercise regularly have more energy during the day and sleep better at night in addition. They tend to live longer another example--2766874, Words that help us with information in addition moreover furthermore. , neutral,1
1220,23907460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"I reached across his chest to pull on his Comic Con lanyard.-- Okay, Mark-Paul pushed his head into the soft leather headrest and exhaled lustily his eyes were closed when he injured his hand across the heated seats. His fingers found mine before squeezing long day.<b> I reached across his chest to pull on his Comic Con lanyard.</b> He'd been attending these for literally decades, but he still Faithfully wore his ID badges like they were precious.--23907460.0", I reached across his chest to pull on his Comic Con lanyard., neutral,1
1501,31006760,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"I didn't have I didn't know any where I was from.-- Oh, so coming from the East Coast. We don't have Cava bars.<b> I didn't have I didn't know any where I was from.</b> So I come to the Bay Area and in San Francisco, there's two and my friends like, you know, you don't really drink.--31006760.0", I didn't have I didn't know any where I was from., disapproval,1
120,11400845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--And then to the center both leg straight folding and release the hands down and turn so all these 10 toes are facing towards this side of the room so, you know wide stance. <b> Use your hands to extend your spine starting with as much length as you can and then start to hinge at the waist to fold down. </b> So legs are about three feet apart more in the hamstrings. If you want to focus their you want to focus more on the adductors the inner thighs you can have the legs a little wider apart.--11400845", Use your hands to extend your spine starting with as much length as you can and then start to hinge at the waist to fold down. , disappointment,1
16,965286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-Once again say to your neighbor congratulations electricity. <b> So we put our hands together for the Lord Jesus Christ. </b> So with all What the Lord Has Done we want to listen to words of confirmation from those the prophecy concern and the course of time. We are just going to take a few of them so that they can confirm to us the message of Prophecy that was given in the course of the service.--965286, So we put our hands together for the Lord Jesus Christ. ,remorse,1
599,9193185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--As your fail where I get to realize it on a more regular basis through iterations of suck. <b> I think it is pretty common. </b> Yeah, just this podcast is 80% of the craft. Well, I think that's the majority of our st.--9193185", I think it is pretty common. , neutral,1
1560,32585988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--However Mosley couldn't get Williamson to say George was a liar. <b> Otherwise Mosley was convinced that he had to dig deeper if he was going to take George adamski down he needed. </b> A Surefire proof that he was a liar and that proof lay in George's photographs Mosley arrived in Carlsbad, California in December 1953. He wanted to talk to DJ Detweiler the man who had developed George's UFO photos Detweiler had met George about 10 years earlier when he went to photograph.--32585988", Otherwise Mosley was convinced that he had to dig deeper if he was going to take George adamski down he needed. , neutral,1
878,15284476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--You can find like fat you can find security camera videos of like people getting fucking like rhino. <b> So just imagine what you can find in the dark web like anyway. </b> well, yeah, I mean I think you all know my take on the dark web.--15284476", So just imagine what you can find in the dark web like anyway. , curiosity,1
174,17201516,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--So it's kind of like almost a test but it's also just kind of respecting yourself and being there for yourself and again weeding out the weak. <b> I can't bring me food. </b> Can you like like, I don't know what the circumstances are, but whatever little thing. And if you just say no or you're like I'm not comfortable that I don't have time for that.--17201516", I can't bring me food. , annoyance,3
1559,32584422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Most alcohol poisoning cases only involved blindness or falling into a coma the paralysis indicated a different chemical than normally used in moonshine, Oklahoma City wasn't alone by the summer reports of mysterious.-- Tap click sound as they walked doctors quickly identified that the victim suffered from alcohol poisoning. However, they were confused by the paralysis in the past.<b> Most alcohol poisoning cases only involved blindness or falling into a coma the paralysis indicated a different chemical than normally used in moonshine, Oklahoma City wasn't alone by the summer reports of mysterious.</b> Morales has surfaced in Kansas, Mississippi, Kentucky, Texas, Georgia and Tennessee the numbers grew by the day and into the thousands jake leg victims were largely poor immigrants and African-Americans as the number of afflictions increased.--32584422.0"," Most alcohol poisoning cases only involved blindness or falling into a coma the paralysis indicated a different chemical than normally used in moonshine, Oklahoma City wasn't alone by the summer reports of mysterious.", fear,3
313,2931485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-He'd get to see the real Linda without her makeup her wig or her glasses and eye patch when Bert's all Linda that morning he thought she looked beautiful and <b> He had inflicted on her with the encouragement of her friends. </b> Linda gave burped her office phone number by the next week. They were back to their old routine seeing each other nearly every moment of every day.--2931485, He had inflicted on her with the encouragement of her friends. ,admiration,1
278,33397428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"So thank you again.-- You know again, you've spent a lot of time developing these techniques and perfecting them and we appreciate you sharing it with us all my plastic. I'm excited to get this out and into the public and help tile community at large.<b> So thank you again.</b> I'm sure they'll be questions on YouTube channel.--33397428.0", So thank you again., gratitude,1
12,2151460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-Enjoy the bye week. <b> We'll get you ready for Utah State and And we'll talk then. </b>  So thanks for listening and I'll see you next time on 85 podcast.--2151460, We'll get you ready for Utah State and And we'll talk then. , neutral,1
276,2579251,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-The problems with living with other vampires are the vampires. <b> I wanted to talk about General hygiene in the said last night. </b> They were all these people down there half-drunk over they found the alcohol know they were half drunk. They've been half drunk if you've got something to say.--2579251, I wanted to talk about General hygiene in the said last night. , desire,1
773,12991017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"I'm like not even in a position to give-- I know which is crazy actually have someone speaking to me on Instagram at the moment who is from Oman and he I mean you tell me it was punishable by punishable this seven years in prison. Mmm, we're doing seven years in prison and he like has a really like isolated life and might like only piece of advice.<b> I'm like not even in a position to give</b> Vice because like in terms of like my life, I've had it good like I have had it good.--12991017.0", I'm like not even in a position to give, disappointment,2
1616,34195417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Let's say you never played this season and they just started Doug Martin. <b> I think it's worth talking about. </b> I think the national media should be talking about this because for a guy that was labeled dead that was labeled a joke. I mean people were making a joke and Jon Gruden, even I I'm guilty of it.--34195417", I think it's worth talking about. , approval,1
145,14360120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"I don't know 10 years and I think that's a newer addition to it.-- Probably I've listened to it over 300 times. I'll guess over the past.<b> I don't know 10 years and I think that's a newer addition to it.</b> I think they posted that to the band camp album sometime after I first started listening to it, but it's definitely one of my favourite songs off that album and I'm surely going to be playing more of their music in future episodes.--14360120.0", I don't know 10 years and I think that's a newer addition to it., approval,1
1535,32042234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"--On Spotify you can listen to all of your favorite artists and podcasts in one place for free. <b> Spotify you can follow your favorite podcast. </b> So you never miss an episode easily share what you're listening to with your friends on Instagram and premium users can even download episodes toast to offline wherever you are if you haven't done so already be sure to download the spot. If I search for premium and ASMR in Spotify or browse podcasts in the your library tab, also, make sure to follow me.--32042234", Spotify you can follow your favorite podcast. , neutral,2
190,18645744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--Yeah, once you to possess it through your Pennock, you see as it comes you become familiar. <b> And so this whole journey becomes what was learned how to pour. </b> Yes, and you don't realize learnt out of all you don't realize that the threat of the enemy is empty. Yeah, you don't realize that you've been given 60 seconds, but his 60 seconds is up.--18645744", And so this whole journey becomes what was learned how to pour. , neutral,1
4,60586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--So yeah, so the house that we live in everyone in this art and our household to work for Americorps. <b> So my school is also a Catholic school. </b> We should say that we both work in Catholic schools, but there are a bunch of public schools that work. That is very true.--60586", So my school is also a Catholic school. , neutral,1
976,17588753,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Well do that because I don't know if I could watch a scary movie every single week and yes be alive still. <b> So yeah, that's the end of celebrity energy. </b> Thanks for listening to the translucent podcast. We are excited to see where this journey takes us.--17588753"," So yeah, that's the end of celebrity energy. ", disappointment,1
1389,27993180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Out something like that, then I'll have some nuts pecans or pistachios.-- Okay, so that's pretty much what I will consume for my protein if I'm doing a burger or a hot dogs. I will add mustard to that not catch up and sometimes I'll add some fermented vegetables like sauerkraut.<b> Out something like that, then I'll have some nuts pecans or pistachios.</b> So I'm very consistent.--27993180.0"," Out something like that, then I'll have some nuts pecans or pistachios.", desire,1
1380,27847546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"So I guess for me I get to share in the stick and I look like I'm jealous and I'm a bitch and I'm salty and I'm this I'm that but the end of the day I'm real.-- So instead of being fake like some of the other girls in the house where they were always side chatting and gossiping about Nikki and not actually saying, It to her I had the balls and I manned up and said it to her face like I would do it anybody else in the house.<b> So I guess for me I get to share in the stick and I look like I'm jealous and I'm a bitch and I'm salty and I'm this I'm that but the end of the day I'm real.</b> So if being real means that I'm salty and jealous and a bitch then so be it.--27847546.0", So I guess for me I get to share in the stick and I look like I'm jealous and I'm a bitch and I'm salty and I'm this I'm that but the end of the day I'm real., disapproval,1
